lead_rank,quality_tier,quality_score,region_bucket,city,clinic_name,address,contact_email,contact_phone,official_website,contact_url,listing_url,total_ratings,google_score,google_total,tandarts_score,tandarts_total,practice_type,popular,subscription,verification_status,quality_reasons,email_candidates,already_contacted
89,A,95,national_backup,Haarlem,Tandartspraktijk Kirsten Knetsch,"Wilhelminastraat 17, Haarlem",info@tpkk.nl,0235315157,https://www.tpkk.nl,https://www.tpkk.nl/contact,https://www.tandarts.nl/tandarts-haarlem/tandartspraktijk-kirsten-knetsch,259,3.8,21,9.5,2,tandarts_with_mond,True,"start_tariff,call,appointment_request,appointment,click,blog_service_west",official_site_and_email_verified,"official_website, public_email, public_phone, high_review_volume, popular_listing, general_practice_fit, appointment_flow_signal, email_matches_practice_domain",info@tpkk.nl; bas@dasvanbas.nl,no
90,A,95,national_backup,Rotterdam,Dental Clinics Rotterdam Eudokiaplein,"Eudokiaplein 35C, Rotterdam",eudokiaplein@dentalclinics.nl,+31107900694,https://www.dentalclinics.nl/tandarts/rotterdam-eudokiaplein/,https://www.dentalclinics.nl/tandarts/rotterdam-eudokiaplein/contact,https://www.tandarts.nl/tandarts-rotterdam/dental-clinics-rotterdam-eudokiaplein,257,4.4,134,9.2,79,tandarts_with_mond,True,"start_tariff,report_monitor,appointment,click,blog_service_quantity_4,blog_service_west",official_site_and_email_verified,"official_website, public_email, public_phone, high_review_volume, popular_listing, general_practice_fit, appointment_flow_signal, email_matches_practice_domain",eudokiaplein@dentalclinics.nl,no
91,A,95,national_backup,Amersfoort,LICHT Dentist,"Vondellaan 10, Amersfoort",info@lichtdentist.nl,033 - 465 0712,https://lichtdentist.nl/,https://lichtdentist.nl/contact,https://www.tandarts.nl/tandarts-amersfoort/licht-dentist,201,4.0,68,8.4,130,tandarts_with_mond,True,"start_tariff,youvia_olm,report_monitor,exquise_service,review_widget,call,appointment_request,appointment,click,blog_service_midden",official_site_and_email_verified,"official_website, public_email, public_phone, high_review_volume, popular_listing, general_practice_fit, appointment_flow_signal, email_matches_practice_domain",info@lichtdentist.nl; receptie@lichtdentist.nl,no
92,A,92,national_backup,Rotterdam,Tandartsenpraktijk Willemsplein,"Willemsplein 497A, Rotterdam",info@tandartswillemsplein.nl,0031104137911,https://www.tandartswillemsplein.nl,https://www.tandartswillemsplein.nl/contact,https://www.tandarts.nl/tandarts-rotterdam/tandartsenpraktijk-willemsplein,182,4.5,30,9.3,152,tandarts_with_mond,True,"start_tariff,youvia_olm,report_monitor,exquise_service,call,appointment_request,appointment,click,blog_service_west",official_site_and_email_verified,"official_website, public_email, public_phone, good_review_volume, popular_listing, general_practice_fit, appointment_flow_signal, email_matches_practice_domain",info@tandartswillemsplein.nl,no
93,A,92,national_backup,Rotterdam,Tandartsenpraktijk Zalmhaven,"Westerstraat 31, Rotterdam",info@tandartszalmhaven.nl,0031850299175,https://tandartszalmhaven.nl/,https://tandartszalmhaven.nl/contact,https://www.tandarts.nl/tandarts-rotterdam/tandartsenpraktijk-zalmhaven,147,4.3,57,7.4,2,tandarts,True,"start_tariff,report_monitor,call,appointment_request,appointment,click,blog_service_quantity_4,blog_service_west",official_site_and_email_verified,"official_website, public_email, public_phone, good_review_volume, popular_listing, general_practice_fit, appointment_flow_signal, email_matches_practice_domain",info@tandartszalmhaven.nl,no
94,A,92,national_backup,Leiden,De Mond van Leiden,"Mangoweg 171, Leiden",info@demondvanleiden.nl,06 23 81 02 67,https://demondvanleiden.nl/afspraak-maken/,https://demondvanleiden.nl/afspraak-maken/contact,https://www.tandarts.nl/tandarts-leiden/de-mond-van-leiden,142,4.9,105,9.7,37,tandarts_with_mond,True,"start_tariff,youvia_olm,report_monitor,exquise_service,review_widget,call,appointment_request,appointment,click,blog_service_west",official_site_and_email_verified,"official_website, public_email, public_phone, good_review_volume, popular_listing, general_practice_fit, appointment_flow_signal, email_matches_practice_domain",info@demondvanleiden.nl,no
95,A,92,national_backup,Haarlem,Dental Clinics Haarlem Rijksstraatweg,"Rijksstraatweg 126, Haarlem",rijksstraatweg@dentalclinics.nl,+31235252416,https://www.dentalclinics.nl/tandarts/haarlem-rijksstraatweg/,https://www.dentalclinics.nl/tandarts/haarlem-rijksstraatweg/contact,https://www.tandarts.nl/tandarts-haarlem/dental-clinics-haarlem-rijksstraatweg,131,4.5,24,9.4,75,tandarts_with_mond,True,"start_tariff,report_monitor,appointment,click,blog_service_west",official_site_and_email_verified,"official_website, public_email, public_phone, good_review_volume, popular_listing, general_practice_fit, appointment_flow_signal, email_matches_practice_domain",rijksstraatweg@dentalclinics.nl,no
96,A,92,national_backup,Amstelveen,MID Tandartsen,"Belcampoplantsoen 1, Amstelveen",amstelveen@midtandartsen.nl,020-4263888,https://midtandartsen.nl/,https://midtandartsen.nl/contact,https://www.tandarts.nl/tandarts-amstelveen/mid-tandartsen,127,4.0,39,9.5,82,tandarts_with_mond,True,"start_tariff,youvia_olm,report_monitor,exquise_service,review_widget,call,appointment,click,blog_service_quantity_4,blog_service_west,seo_metadata",official_site_and_email_verified,"official_website, public_email, public_phone, good_review_volume, popular_listing, general_practice_fit, appointment_flow_signal, email_matches_practice_domain",amstelveen@midtandartsen.nl,no
97,A,92,national_backup,Amersfoort,Eemvallei Tandartsen,"Aalscholverpad 2, Amersfoort",info@eemvalleitandartsen.nl,123-456-7890,https://eemvalleitandartsen.nl,https://eemvalleitandartsen.nl/contact,https://www.tandarts.nl/tandarts-amersfoort/eemvallei-tandartsen,124,4.9,104,,0,tandarts_with_mond,True,"start_tariff,youvia_olm,report_monitor,call,appointment,click,blog_service_quantity_4,blog_service_midden",official_site_and_email_verified,"official_website, public_email, public_phone, good_review_volume, popular_listing, general_practice_fit, appointment_flow_signal, email_matches_practice_domain",info@eemvalleitandartsen.nl; michaelgeurtsen@protonmail.com,no
98,A,92,national_backup,Rotterdam,Rodin Dental Clinic,"P.C. Hooftplein 8, Rotterdam",info@rodindentalclinic.nl,//010 - 415 2745,https://www.rodindentalclinic.nl,https://www.rodindentalclinic.nl/contact,https://www.tandarts.nl/tandarts-rotterdam/rodin-dental-clinic,122,4.3,113,9.3,7,tandarts_with_mond,True,"start_tariff,call,appointment_request,appointment,click",official_site_and_email_verified,"official_website, public_email, public_phone, good_review_volume, popular_listing, general_practice_fit, appointment_flow_signal, email_matches_practice_domain",info@rodindentalclinic.nl,no
99,A,92,national_backup,Amstelveen,Tandartspraktijk Rembrandt,"Meester G. Groen van Prinstererlaan 92, Amstelveen",info@tandartspraktijkrembrandt.nl,+31 (0) 20 2260032,https://www.tandartspraktijkrembrandt.nl,https://www.tandartspraktijkrembrandt.nl/contact,https://www.tandarts.nl/tandarts-amstelveen/tandartspraktijk-rembrandt,105,4.6,80,9.0,1,tandarts,True,"start_tariff,youvia_olm,report_monitor,exquise_service,call,appointment_request,appointment,click,blog_service,blog_service_quantity_4,blog_service_west,seo_metadata",official_site_and_email_verified,"official_website, public_email, public_phone, good_review_volume, popular_listing, general_practice_fit, appointment_flow_signal, email_matches_practice_domain",info@tandartspraktijkrembrandt.nl,no
100,A,92,national_backup,Rotterdam,Mondzorg Erasmus,"Prins Hendrikkade 45, Rotterdam",info@mondzorgerasmus.nl,+31103105636,https://mondzorgerasmus.nl/,https://mondzorgerasmus.nl/contact,https://www.tandarts.nl/tandarts-rotterdam/mondzorg-erasmus,96,4.6,50,8.9,13,tandarts_with_mond,True,"start_tariff,report_monitor,call,appointment_request,appointment,click,blog_service_west",official_site_and_email_verified,"official_website, public_email, public_phone, good_review_volume, popular_listing, general_practice_fit, appointment_flow_signal, email_matches_practice_domain",info@mondzorgerasmus.nl; uw@adres.nl,no
